generation,count,is_initialized,f_proxy_scalar,g_al_proxy,lam,mu,al_pen_proxy,g_al_min,g_al_max,g_al_std,n_feasible_parents,pen_to_f_ratio,n_proxy_set,proxy_front_only,proxy_g_quantile
301,64,True,0.7456540469047619,[0.25447036840830606],[9.781909071508681e-06],[0.00010679241209535121],5.9468863195873765e-06,-61.09929078017285,2.01438473059261,20.241279950857898,24,7.443223628035203e-06,24,True,0.75
302,65,True,0.7456540469047619,[0.25447036840830606],[1.5217009961331815e-05],[0.000114620986304531],7.583428765972268e-06,-61.09929078017285,2.01438473059261,20.241279950857898,24,7.988860039689309e-06,24,True,0.75
303,66,True,0.7500226397619049,[0.43661579203126166],[2.5226076505083256e-05],[0.00012302344561421696],2.274028914693866e-05,-50.69281900791202,2.01438473059261,20.500766030999355,24,2.524253692697009e-05,24,True,0.75
304,67,True,0.7498512949068324,[0.43661579203126166],[3.596887233413649e-05],[0.0001320418595123877],2.829036868234681e-05,-50.69281900791202,2.01438473059261,20.034901531555168,24,2.7092978074270938e-05,23,True,0.75
305,68,True,0.7498512949068324,[0.43661579203126166],[4.749918454859284e-05],[0.00014172138145246584],3.424730492842649e-05,-50.69281900791202,2.01438473059261,19.997451863221194,24,2.9079068520591552e-05,23,True,0.75
306,69,True,0.7481313516666668,[0.43661579203126166],[5.9874743190719425e-05],[0.00015211047492792262],4.0640923112359105e-05,-50.69281900791202,2.01438473059261,19.994528765668413,24,3.121075223650965e-05,24,True,0.75
307,70,True,0.7481313516666668,[0.43661579203126166],[7.315751028810069e-05],[0.00016326115611961246],4.750323484329568e-05,-50.69281900791202,2.01438473059261,19.994528765668413,24,3.3498702149933096e-05,24,True,0.75
308,71,True,0.7484705766666667,[0.43661579203126166],[8.74139900855215e-05],[0.000175229254330726],5.4868598388289925e-05,-62.608911593564244,2.01438473059261,21.30067840889461,24,3.5954373583384844e-05,24,True,0.75
309,72,True,0.7488070183333333,[0.43661579203126166],[0.00010271556201885297],[0.00018807469151330876],6.27738906974935e-05,-62.608911593564244,2.01438473059261,21.56146854441817,24,3.859006160858635e-05,24,True,0.75
310,73,True,0.7489277719047619,[0.43661579203126166],[0.00011913883809807667],[0.00020186178228588086],7.125869203991002e-05,-62.608911593564244,2.01438473059261,22.33233361322173,24,4.1418962605502675e-05,24,True,0.75
311,74,True,0.7488735111904763,[0.43661579203126166],[0.00013676604648879507],[0.00021665955594428766],8.036548417414376e-05,-62.608911593564244,1.0436191338958452,21.781324817246468,24,4.4455240334063645e-05,24,True,0.75
312,75,True,0.7500406278260872,[0.43661579203126166],[0.0001556854432127464],[0.00023254210207802772],9.013986304634507e-05,-60.847812211888595,1.0436191338958452,20.83830667081434,24,4.771409684936928e-05,23,True,0.75
313,76,True,0.7497052850000001,[0.43661579203126166],[0.0001759917540286289],[0.0002495889415224919],0.0001006307670802905,-60.847812211888595,1.0436191338958452,20.79787894861724,24,5.121184861543825e-05,24,True,0.75
314,77,True,0.7500817681987578,[0.1330337383674305],[0.00018263250401781033],[0.00026788542450439956],2.6666799602632403e-05,-60.847812211888595,1.0436191338958452,20.695948262827468,24,5.102921758498942e-06,23,True,0.75
315,78,True,0.7500817681987578,[0.1330337383674305],[0.0001897600639130036],[0.00028752315797386964],2.7788779604269008e-05,-60.847812211888595,1.0436191338958452,20.695948262827468,24,5.476998913291349e-06,23,True,0.75
316,79,True,0.7499744924223605,[0.1330337383674305],[0.00019741012002749824],[0.0003086004642626949],2.8993007993517515e-05,-73.59222091742777,1.0436191338958452,22.503496251133406,24,5.878498341902577e-06,23,True,0.75
317,80,True,0.7499744924223605,[0.1330337383674305],[0.00020562097471205643],[0.00033122287336523267],3.0285514108917715e-05,-73.59222091742777,1.0436191338958452,22.143020003941796,24,6.3094302742858885e-06,23,True,0.75
318,81,True,0.7502065098136647,[0.1330337383674305],[0.00021443373812737222],[0.00035550365130666806],3.167276927850348e-05,-73.59222091742777,1.0436191338958452,23.230171589553684,24,6.7719523032460605e-06,23,True,0.75
319,82,True,0.7502065098136647,[0.1330337383674305],[0.00022389253407469173],[0.00038156436724408603],3.316171922049005e-05,-73.59222091742777,1.0436191338958452,23.230171589553684,24,7.268380187089088e-06,23,True,0.75
320,83,True,0.7496769326190478,[0.22411385566488207],[0.00024099530638017235],[0.0004095355021397187],6.429526129997174e-05,-73.59222091742777,1.0436191338958452,23.6256359917458,24,2.2139877065608595e-05,24,True,0.75
321,84,True,0.7496769326190478,[0.22411385566488207],[0.00025935182246340956],[0.00043955710205387645],6.91631586501386e-05,-73.59222091742777,1.0436191338958452,23.6256359917458,24,2.3762873186676448e-05,24,True,0.75
322,85,True,0.7522610921428572,[0.1937552272006542],[0.00027638511969863157],[0.0004717794793284748],6.240661915306134e-05,-75.3660056253907,1.0436191338958452,25.69560554305593,24,1.9063039021065276e-05,24,True,0.75
323,86,True,0.7510293790476191,[0.1937552272006542],[0.0002946670677398106],[0.0005063639651718462],6.659801176385947e-05,-75.3660056253907,1.0436191338958452,25.98100805890012,24,2.046048302200845e-05,24,True,0.75
324,87,True,0.7598390790476192,[0.1937552272006542],[0.00031428920076342963],[0.0005434837174128848],7.109666054997598e-05,-75.3660056253907,1.0436191338958452,26.13646409858865,24,2.1960368702560734e-05,24,True,0.75
325,88,True,0.7592872100000001,[-1.0819739956531294],[0.0001966821509031026],[0.0005434837174128848],-3.5588801692179004e-05,-75.3660056253907,1.0436191338958452,25.70874579319287,24,0.0006848042036701784,24,True,0.75
326,89,True,0.7553759504761905,[0.3455462538009897],[0.0002342419034138742],[0.0005833245874687909],0.00011576653567888832,-75.3660056253907,1.1649944258497271,25.711243845054323,24,7.496678648611595e-05,24,True,0.75
327,90,True,0.7467237916666668,[0.43661579203126166],[0.0002851796487676732],[0.0006260860508671573],0.00018419037880381645,-75.3660056253907,1.1649944258497271,26.65000595760139,24,0.00013136241772958426,24,True,0.75
328,91,True,0.747218044047619,[0.43661579203126166],[0.0003398514601634909],[0.000671982205981339],0.0002124356239355359,-75.3660056253907,1.1649944258497271,26.411460410761883,24,0.00014099213219445769,24,True,0.75
329,92,True,0.7459883761904763,[-0.4439537478242528],[0.000280185656400166],[0.000671982205981339],-5.841226252244836e-05,-75.3660056253907,1.1649944258497271,25.909123180081732,24,0.00014577110708246144,24,True,0.75
330,93,True,0.7459581011904763,[-0.4439537478242528],[0.00022051985263684112],[0.000671982205981339],-3.61832537931254e-05,-75.3660056253907,1.1649944258497271,25.87933236564771,24,0.00014577110708246144,24,True,0.75
331,94,True,0.7459581011904763,[-0.4439537478242528],[0.00016085404887351622],[0.000671982205981339],-1.9252016503337347e-05,-75.3660056253907,1.1649944258497271,25.87933236564771,24,0.00014577110708246144,24,True,0.75
332,95,True,0.7459304821428573,[-0.26171943099438977],[0.00012567988875595806],[0.000671982205981339],-1.175286659164055e-05,-75.3660056253907,1.1649944258497271,25.889065530485958,24,5.0660320583754916e-05,24,True,0.75
333,96,True,0.7558424934523811,[0.10267299395081864],[0.000139478773749914],[0.0007212428459795833],1.812228190262895e-05,-75.3660056253907,1.1649944258497271,25.44906720189605,24,8.350582420394058e-06,24,True,0.75
334,97,True,0.7558247636904762,[0.1330316224150465],[0.0001586683949410959],[0.0007741146093549607],2.795782681116534e-05,-75.3660056253907,1.1649944258497271,25.432376763947985,24,1.5046581260447905e-05,24,True,0.75
335,98,True,0.7565320720238096,[0.22411385570717357],[0.00019336635691345446],[0.0008308622147965775],6.420194648475104e-05,-75.3660056253907,1.1649944258497271,24.512779343498142,24,4.5834154002665474e-05,24,True,0.75
336,99,True,0.7565320720238096,[0.22411385570717357],[0.00023060790381734702],[0.0008917697865848321],7.407789607680526e-05,-75.3660056253907,1.1649944258497271,24.512779343498142,24,4.9194093804422804e-05,24,True,0.75
337,100,True,0.7565280767857144,[0.1330316224256194],[0.00025433462012525274],[0.0009571422771467125],4.230401803539258e-05,-75.3660056253907,1.1649944258497271,24.4732397636546,24,1.8604117373766834e-05,24,True,0.75
338,101,True,0.7564172136904763,[0.1330316224256194],[0.00027980065812944853],[0.0010273069938935922],4.6312673357737935e-05,-62.98651765123077,1.1649944258497271,23.44416102885123,24,1.9967919451079076e-05,24,True,0.75
339,102,True,0.758133136309524,[-0.0187763322688852],[0.0002759428466375494],[0.0011026152379861095],-4.986830714348796e-06,-62.98651765123077,0.6794425086995943,23.397283713408306,24,4.2694143947565396e-07,24,True,0.75
340,103,True,0.7468169138095239,[-0.8995363753741685],[7.757434371547916e-05],[0.0011026152379861095],-2.728866151840317e-06,-74.09883617470041,0.43661579207355317,25.356889183046203,24,0.000990458830071107,24,True,0.75
341,104,True,0.7492223554761906,[-0.8995363753741685],[0.0],[0.0011026152379861095],0.0,-74.09883617470041,0.43661579207355317,24.321305626145232,24,0.000990458830071107,24,True,0.75
342,105,True,0.7492220304761906,[-0.7780383607716885],[0.0],[0.0011026152379861095],0.0,-74.09883617470041,0.43661579207355317,24.387382371495427,24,0.0007409706204329041,24,True,0.75
343,106,True,0.7509684102380954,[-0.7780383607716885],[0.0],[0.0011026152379861095],0.0,-62.98651765123077,0.43661579207355317,22.346719966208024,24,0.0007409706204329041,24,True,0.75
344,107,True,0.7509379161904762,[-0.41354431704883154],[0.0],[0.0011026152379861095],0.0,-62.98651765123077,0.43661579207355317,22.524096946717766,24,0.000209335595564774,24,True,0.75
345,108,True,0.7529113352380953,[-0.6869053207617526],[0.0],[0.0011026152379861095],0.0,-62.98651765123077,1.0436191338958452,21.157655540417274,24,0.0005775541768462009,24,True,0.75
346,109,True,0.7529113352380953,[-0.6869053207617526],[0.0],[0.0011026152379861095],0.0,-62.98651765123077,1.0436191338958452,21.157655540417274,24,0.0005775541768462009,24,True,0.75
347,110,True,0.7529113352380953,[-0.6869053207617526],[0.0],[0.0011026152379861095],0.0,-62.98651765123077,1.0436191338958452,21.157655540417274,24,0.0005775541768462009,24,True,0.75
348,111,True,0.7610209227380954,[-0.6869053207617526],[0.0],[0.0011026152379861095],0.0,-62.98651765123077,1.0436191338958452,21.082876211733815,24,0.0005768291445054479,24,True,0.75
349,112,True,0.7609771241785716,[-0.6869053207617526],[0.0],[0.0011026152379861095],0.0,-62.98651765123077,1.0436191338958452,21.048415619658336,24,0.0005767142997929093,24,True,0.75
350,113,True,0.7609771241785716,[-0.6869053207617526],[0.0],[0.0011026152379861095],0.0,-62.98651765123077,1.0436191338958452,21.048415619658336,24,0.0005767142997929093,24,True,0.75
351,114,True,0.7636457313214287,[-0.41354431704883154],[0.0],[0.0011026152379861095],0.0,-62.98651765123077,1.0436191338958452,21.178319355888576,24,0.00020903118055021723,24,True,0.75
352,115,True,0.7636327444166667,[-0.41354431704883154],[0.0],[0.0011026152379861095],0.0,-62.98651765123077,1.0436191338958452,21.23483185171017,24,0.00020903118055021723,24,True,0.75
353,116,True,0.7635168134642858,[-0.3528080129973432],[0.0],[0.0011026152379861095],0.0,-62.98651765123077,1.0436191338958452,21.19044360954439,24,0.00015214014986786103,24,True,0.75
354,117,True,0.763565811357143,[-0.3528080129973432],[0.0],[0.0011026152379861095],0.0,-62.98651765123077,1.0436191338958452,21.355453940273833,24,0.00015194208397630179,24,True,0.75
355,118,True,0.7635681589761906,[-0.3528080129973432],[0.0],[0.0011026152379861095],0.0,-62.98651765123077,1.0436191338958452,21.488784752743943,24,0.00015194208397630179,24,True,0.75
356,119,True,0.7651556802142858,[-0.14023412382584866],[0.0],[0.0011026152379861095],0.0,-62.98651765123077,1.0436191338958452,22.8751304223838,24,2.3969499397537e-05,24,True,0.75
357,120,True,0.7651556802142858,[-0.14023412382584866],[0.0],[0.0011026152379861095],0.0,-62.98651765123077,1.0436191338958452,22.8751304223838,24,2.3969499397537e-05,24,True,0.75
358,121,True,0.7650795159285714,[-0.14023412382584866],[0.0],[0.0011026152379861095],0.0,-73.71886120996442,1.0436191338958452,23.90322504190081,24,2.3969499397537e-05,24,True,0.75
359,122,True,0.7649845492619048,[0.011584412147726653],[2.55462987143896e-06],[0.001183444063231105],1.0900215639284011e-07,-73.71886120996442,1.0436191338958452,23.986077159750902,24,1.7555908113227684e-07,24,True,0.75
360,123,True,0.7724211491428572,[-0.07951051880820614],[0.0],[0.001183444063231105],0.0,-75.74633243126573,1.0436191338958452,24.74617951811637,24,8.196326553028698e-06,24,True,0.75
361,124,True,0.7720480943809523,[-0.07951051880820614],[0.0],[0.001183444063231105],0.0,-75.74633243126573,1.0436191338958452,24.744237261647005,24,8.196326553028698e-06,24,True,0.75
362,125,True,0.7693332943809524,[-0.3528080129973432],[0.0],[0.001183444063231105],0.0,-75.74633243126573,1.0436191338958452,25.39390387957552,24,0.0001613789773577458,24,True,0.75
363,126,True,0.7713913646190477,[-0.3528080129973432],[0.0],[0.001183444063231105],0.0,-75.74633243126573,1.0436191338958452,24.45552150636683,24,0.0001613789773577458,24,True,0.75
364,127,True,0.7713913646190477,[-0.3528080129973432],[0.0],[0.001183444063231105],0.0,-75.74633243126573,1.0436191338958452,24.45552150636683,24,0.0001613789773577458,24,True,0.75
365,128,True,0.771532034857143,[-0.3528080129973432],[0.0],[0.001183444063231105],0.0,-75.74633243126573,1.0436191338958452,24.452936325280657,24,0.00016078430266919662,24,True,0.75
366,129,True,0.7748549384285713,[-0.07951051880820614],[0.0],[0.001183444063231105],0.0,-75.74633243126573,1.2863612611104145,24.798560556914772,24,8.166123437232737e-06,24,True,0.75
367,130,True,0.7748714812857141,[-0.07951051880820614],[0.0],[0.001183444063231105],0.0,-75.74633243126573,1.2863612611104145,24.818458053582525,24,8.166123437232737e-06,24,True,0.75
368,131,True,0.7749067586666666,[-0.07951051880820614],[0.0],[0.001183444063231105],0.0,-75.74633243126573,1.2863612611104145,24.828298070641406,24,8.166123437232737e-06,24,True,0.75
369,132,True,0.7750316908095239,[-0.07951051880820614],[0.0],[0.001183444063231105],0.0,-75.74633243126573,1.2863612611104145,24.71694073835496,24,8.166123437232737e-06,24,True,0.75
370,133,True,0.7750316908095239,[-0.07951051880820614],[0.0],[0.001183444063231105],0.0,-75.74633243126573,1.2863612611104145,24.71694073835496,24,8.166123437232737e-06,24,True,0.75
371,134,True,0.7748736003333333,[-0.3528080129973432],[0.0],[0.001183444063231105],0.0,-75.74633243126573,1.2863612611104145,24.36292037216108,24,0.00016078430266919662,24,True,0.75
372,135,True,0.7746690800952382,[-0.26171943099438977],[0.0],[0.001183444063231105],0.0,-75.74633243126573,1.7717440523488222,24.551250669577737,24,8.847869341504248e-05,24,True,0.75
373,136,True,0.7746690800952382,[-0.26171943099438977],[0.0],[0.001183444063231105],0.0,-75.74633243126573,1.7717440523488222,24.551250669577737,24,8.847869341504248e-05,24,True,0.75
374,137,True,0.7746696043452381,[-7.173178510316461],[0.0],[0.001183444063231105],0.0,-75.74633243126573,1.7717440523488222,24.21191504609549,24,0.06646454611458229,24,True,0.75
375,138,True,0.7715571602976192,[-7.173178510316461],[0.0],[0.001183444063231105],0.0,-75.74633243126573,1.7717440523488222,24.31448700508719,24,0.06646454611458229,24,True,0.75
376,139,True,0.7796910198214286,[-7.173178510316461],[0.0],[0.001183444063231105],0.0,-75.74633243126573,1.7717440523488222,24.24238702407477,24,0.06646454611458229,24,True,0.75
377,140,True,0.7798120579166667,[-10.250892779020887],[0.0],[0.001183444063231105],0.0,-75.74633243126573,1.2863612611104145,23.850996032969018,24,0.1357344688343034,24,True,0.75
378,141,True,0.7796963686309525,[-7.173178510316461],[0.0],[0.001183444063231105],0.0,-75.74633243126573,1.2863612611104145,24.16370209960649,24,0.06646454611458229,24,True,0.75
379,142,True,0.7792672995833335,[-10.250892779020887],[0.0],[0.001183444063231105],0.0,-75.74633243126573,1.0436191338958452,23.74516042900798,24,0.1357344688343034,24,True,0.75
380,143,True,0.7792672995833335,[-10.250892779020887],[0.0],[0.001183444063231105],0.0,-75.74633243126573,1.0436191338958452,23.74516042900798,24,0.1357344688343034,24,True,0.75
381,144,True,0.7792672995833335,[-10.250892779020887],[0.0],[0.001183444063231105],0.0,-75.74633243126573,1.0436191338958452,23.74516042900798,24,0.1357344688343034,24,True,0.75
382,145,True,0.7843745622023809,[-10.250892779020887],[0.0],[0.001183444063231105],0.0,-75.74633243126573,1.0436191338958452,23.621909330162545,24,0.1357344688343034,24,True,0.75
383,146,True,0.7838773098214286,[-10.8006766545966],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.3151897410998572,23.008880739260402,24,0.1506845394177425,24,True,0.75
384,147,True,0.7838773098214286,[-10.8006766545966],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.3151897410998572,23.008880739260402,24,0.1506845394177425,24,True,0.75
385,148,True,0.7838773098214286,[-10.8006766545966],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.3151897410998572,23.008880739260402,24,0.1506845394177425,24,True,0.75
386,149,True,0.7867100288690477,[-10.250892779020887],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.3151897410998572,22.068432529984122,24,0.1357344688343034,24,True,0.75
387,150,True,0.7867053854880952,[-10.250892779020887],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.3151897410998572,22.066088312175268,24,0.1357344688343034,24,True,0.75
388,151,True,0.7867053854880952,[-10.250892779020887],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.3151897410998572,22.066088312175268,24,0.1357344688343034,24,True,0.75
389,152,True,0.7867053854880952,[-10.250892779020887],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.3151897410998572,22.066088312175268,24,0.1357344688343034,24,True,0.75
390,153,True,0.7791883559642857,[-10.250892779020887],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.3151897410998572,23.31525922274121,24,0.1357344688343034,24,True,0.75
391,154,True,0.7870900512023811,[-10.525842364279242],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.3151897410998572,21.177554932545526,24,0.1431134625127162,24,True,0.75
392,155,True,0.7870900512023811,[-10.525842364279242],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.3151897410998572,21.177554932545526,24,0.1431134625127162,24,True,0.75
393,156,True,0.7870900512023811,[-10.525842364279242],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.3151897410998572,21.177554932545526,24,0.1431134625127162,24,True,0.75
394,157,True,0.7870863357261905,[-11.075658281889673],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.3151897410998572,21.138199235221975,24,0.15845496861425024,24,True,0.75
395,158,True,0.7870863357261905,[-11.075658281889673],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.3151897410998572,21.138199235221975,24,0.15845496861425024,24,True,0.75
396,159,True,0.787086941654762,[-11.075658281889673],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.3151897410998572,21.117084972231474,24,0.15845496861425024,24,True,0.75
397,160,True,0.7870850308452382,[-10.800676654607173],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.3151897410998572,21.164298079538888,24,0.15068453941803753,24,True,0.75
398,161,True,0.7869948987023809,[-10.800676654607173],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.3151897410998572,21.08366236902831,24,0.15068453941803753,24,True,0.75
399,162,True,0.7869976337380953,[-10.983989194482888],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.3151897410998572,20.959002227424467,24,0.1558222450748225,24,True,0.75
400,163,True,0.7869857964285716,[-11.075658281889673],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.3151897410998572,20.940236340196407,24,0.15843398987740573,24,True,0.75
401,164,True,0.793169011904762,[-11.442398738078623],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.3151897410998572,20.735578172065132,24,0.16909992649953154,24,True,0.75
402,165,True,0.7869999833333333,[-10.892326516349385],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.3151897410998572,20.966710692387814,24,0.15337238036708895,24,True,0.75
403,166,True,0.7818697750000002,[-10.892326516349385],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.3151897410998572,20.986715849690643,24,0.15337238036708895,24,True,0.75
404,167,True,0.7818703059523812,[-10.892326516349385],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.1937552272429457,20.9813727068084,24,0.15337238036708895,24,True,0.75
405,168,True,0.7818515416666668,[-11.075658281889673],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.1937552272429457,20.956155624235105,24,0.15857873557614038,24,True,0.75
406,169,True,0.7818515416666668,[-11.075658281889673],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.1937552272429457,20.956155624235105,24,0.15857873557614038,24,True,0.75
407,170,True,0.7818515416666668,[-11.075658281889673],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.1937552272429457,20.956155624235105,24,0.15857873557614038,24,True,0.75
408,171,True,0.7815841107142859,[-8.576439545751441],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.1937552272429457,21.320490551661145,24,0.09508673081095827,24,True,0.75
409,172,True,0.7815820119047622,[-8.576439545751441],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.1937552272006542,21.32049055165936,24,0.09508673081095827,24,True,0.75
410,173,True,0.7815584356785715,[-1.355341382231245],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.1937552272006542,21.696028543002768,24,0.002374669926209491,24,True,0.75
411,174,True,0.7815584356785715,[-1.355341382231245],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.1937552272006542,21.696028543002768,24,0.002374669926209491,24,True,0.75
412,175,True,0.7815584356785715,[-1.355341382231245],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.1937552272006542,21.696028543002768,24,0.002374669926209491,24,True,0.75
413,176,True,0.7814418463928572,[-1.355341382231245],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.1937552272006542,21.695445462001686,24,0.002374669926209491,24,True,0.75
414,177,True,0.7813423800833336,[-1.355341382231245],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.1937552272006542,21.72643054230671,24,0.002374669926209491,24,True,0.75
415,178,True,0.7813423800833336,[-1.355341382231245],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.1937552272006542,21.72643054230671,24,0.002374669926209491,24,True,0.75
416,179,True,0.7761501417380954,[-0.4135443170594044],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.1937552272006542,22.041499072839372,24,0.00022108026118979813,24,True,0.75
417,180,True,0.7761605322142859,[-0.4135443170594044],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.1937552272006542,22.854616670884926,24,0.00022108026118979813,24,True,0.75
418,181,True,0.7761954857857144,[-0.4135443170594044],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.1937552272006542,22.86192798060078,24,0.00022108026118979813,24,True,0.75
419,182,True,0.7761892000714287,[-0.6869053207617526],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.1937552272006542,23.829176467765233,24,0.0006099575560353212,24,True,0.75
420,183,True,0.7761369619761905,[-0.6869053207617526],[0.0],[0.001183444063231105],0.0,-75.74633243126573,0.1937552272006542,23.879047162000212,24,0.0006099575560353212,24,True,0.75
421,184,True,0.7703687301071431,[-0.71727664825994],[0.0],[0.001183444063231105],0.0,-72.95915462890935,0.1937552272006542,20.962303686232733,24,0.0006650881944493581,24,True,0.75
422,185,True,0.7709644324880953,[-0.5046582995539666],[0.0],[0.001183444063231105],0.0,-72.95915462890935,0.1937552272006542,21.238639746689515,24,0.0003292309800370194,24,True,0.75
423,186,True,0.7702019455833335,[-0.71727664825994],[0.0],[0.001183444063231105],0.0,-72.95915462890935,0.1937552272006542,20.96654386902695,24,0.0006650881944493581,24,True,0.75
424,187,True,0.770212186059524,[-0.71727664825994],[0.0],[0.001183444063231105],0.0,-72.95915462890935,0.1937552272006542,20.935857407956167,24,0.0006650881944493581,24,True,0.75
425,188,True,0.770212186059524,[-0.71727664825994],[0.0],[0.001183444063231105],0.0,-72.95915462890935,0.1937552272006542,20.935857407956167,24,0.0006650881944493581,24,True,0.75
426,189,True,0.7701834265357145,[-0.5046582995539666],[0.0],[0.001183444063231105],0.0,-72.95915462890935,0.07231224953420679,20.94145720971627,24,0.00032949892884400264,24,True,0.75
427,190,True,0.7701834265357145,[-0.5046582995539666],[0.0],[0.001183444063231105],0.0,-72.95915462890935,0.07231224953420679,20.94145720971627,24,0.00032949892884400264,24,True,0.75
428,191,True,0.7701609015357144,[-0.5046582995539666],[0.0],[0.001183444063231105],0.0,-72.95915462890935,0.07231224953420679,21.044610338085402,24,0.00032949892884400264,24,True,0.75
429,192,True,0.7705359765357144,[-0.3528080129973432],[0.0],[0.001183444063231105],0.0,-72.95915462890935,0.8008431761627435,21.404070164801755,24,0.00016104084759452727,24,True,0.75
430,193,True,0.7705345539166668,[-0.3528080129973432],[0.0],[0.001183444063231105],0.0,-72.95915462890935,0.8008431761627435,21.400595275597382,24,0.00016104084759452727,24,True,0.75
431,194,True,0.7764226753452382,[-0.5046582995539666],[0.0],[0.001183444063231105],0.0,-72.95915462890935,0.8008431761627435,21.11114278451489,24,0.00032949892884400264,24,True,0.75
432,195,True,0.7764232765357143,[-0.5046582995539666],[0.0],[0.001183444063231105],0.0,-74.98576005695213,0.8008431761627435,21.330875927494922,24,0.00032949892884400264,24,True,0.75
433,196,True,0.7763846122500001,[-0.5046582995539666],[0.0],[0.001183444063231105],0.0,-74.98576005695213,0.8008431761627435,21.381278948048255,24,0.00032949892884400264,24,True,0.75
434,197,True,0.7763846122500001,[-0.5046582995539666],[0.0],[0.001183444063231105],0.0,-74.98576005695213,0.8008431761627435,21.381278948048255,24,0.00032949892884400264,24,True,0.75
435,198,True,0.7764261193928572,[-0.5046582995539666],[0.0],[0.001183444063231105],0.0,-74.98576005695213,0.8008431761627435,20.307200268659663,24,0.00032949892884400264,24,True,0.75
436,199,True,0.7764261193928572,[-0.5046582995539666],[0.0],[0.001183444063231105],0.0,-74.98576005695213,0.8008431761627435,20.307200268659663,24,0.00032949892884400264,24,True,0.75
437,200,True,0.7763697610595238,[-0.5046582995539666],[0.0],[0.001183444063231105],0.0,-74.98576005695213,0.9222353842810662,20.270709117573215,24,0.00032949892884400264,24,True,0.75
438,201,True,0.7763693896309526,[-0.5046582995539666],[0.0],[0.001183444063231105],0.0,-74.98576005695213,0.9222353842810662,20.1672677771749,24,0.00032949892884400264,24,True,0.75
439,202,True,0.7709092693928573,[-0.5046582995539666],[0.0],[0.001183444063231105],0.0,-74.98576005695213,0.9222353842810662,20.142647982925617,24,0.00032949892884400264,24,True,0.75
440,203,True,0.7760073265357145,[-1.355341382231245],[0.0],[0.001183444063231105],0.0,-74.98576005695213,0.9222353842810662,19.793375298882527,24,0.0023756259957683555,24,True,0.75
441,204,True,0.7749699476071431,[-1.3857148270096786],[0.0],[0.001183444063231105],0.0,-74.98576005695213,0.9222353842810662,19.74743257467057,24,0.002484316334533359,24,True,0.75
442,205,True,0.7749773023690478,[-1.3857148270096786],[0.0],[0.001183444063231105],0.0,-74.98576005695213,0.9222353842810662,19.742391308308953,24,0.002484316334533359,24,True,0.75
443,206,True,0.7749774999880955,[-1.3857148270096786],[0.0],[0.001183444063231105],0.0,-72.32631354277146,0.9222353842810662,19.447074038409255,24,0.002484316334533359,24,True,0.75
444,207,True,0.7749772773690476,[-1.3857148270096786],[0.0],[0.001183444063231105],0.0,-72.32631354277146,0.9222353842810662,19.26881454954781,24,0.002484316334533359,24,True,0.75
445,208,True,0.7749772773690476,[-1.3857148270096786],[0.0],[0.001183444063231105],0.0,-72.32631354277146,0.9222353842810662,19.26881454954781,24,0.002484316334533359,24,True,0.75
446,209,True,0.7749562083214286,[-1.3857148270096786],[0.0],[0.001183444063231105],0.0,-72.32631354277146,0.9222353842810662,19.26103082719419,24,0.002484316334533359,24,True,0.75
